Target(Class),GyroX,GyroY,GyroZ,AccX,AccY,AccZ,AccMagnitude,GyroMagnitude,AccMagnitude_mean_5,GyroMagnitude_mean_5
1,-4.946564885496184,10.65648854961832,-0.2824427480916031,0.381103515625,-0.047119140625,-1.126220703125,1.1898878834505133,11.751979674953484,1.0699868448377265,6.37472392462268
1,-4.473282442748092,9.503816793893131,0.5114503816793893,0.517333984375,-0.245361328125,-0.778076171875,0.9660430435380357,10.51638583152042,1.0628781198287607,7.609449070759917
1,10.152671755725189,5.564885496183206,1.213740458015267,0.419921875,-0.119873046875,-1.042236328125,1.130026766114013,11.641213865596375,1.0828805186174941,8.867078503473449
1,-0.9694656488549618,9.557251908396944,-0.6717557251908397,0.1689453125,-0.1552734375,-1.11474609375,1.1381173983995116,9.629755107955418,1.1179111845649061,9.688447525984007
1,-0.7099236641221374,5.045801526717558,0.6183206106870229,0.179443359375,-0.088623046875,-1.018798828125,1.0382702036801725,5.132876876908915,1.0924690590364492,9.734442271386921
1,-0.2137404580152672,4.221374045801527,0.8854961832061069,0.26123046875,-0.13232421875,-1.034912109375,1.0755436443037327,4.318539951005653,1.069600211207093,8.247754326597356
1,1.091603053435114,5.549618320610686,0.4122137404580153,0.54931640625,-0.27587890625,-0.882080078125,1.0751385721450595,5.6709594336892435,1.0914193169284978,7.278669047031121
1,-3.541984732824428,4.923664122137406,-1.213740458015267,0.6083984375,-0.192626953125,-0.916748046875,1.1169963219598307,6.185571124367382,1.0888132280976612,6.187540498785322
1,-1.633587786259542,7.190839694656487,-1.870229007633588,0.32861328125,-0.050048828125,-0.913818359375,0.9723968159868656,7.607531867212774,1.0556691116151322,5.783095850636793
1,0.5343511450381679,4.66412213740458,-2.122137404580153,0.378662109375,-0.06396484375,-0.934326171875,1.0101692381788698,5.151993169905144,1.0500489185148716,5.78691910923604
1,0.6106870229007634,3.038167938931298,1.5114503816793892,0.549560546875,-0.17333984375,-1.087158203125,1.2304375054161842,3.447881280057105,1.081027690737362,5.612787375046329
1,2.061068702290076,-2.801526717557252,-0.2137404580152672,0.1337890625,-0.078857421875,-1.2158203125,1.2256985920351702,3.4845718715703633,1.1111396947153842,5.175509862622554
1,-1.8778625954198471,0.2824427480916031,-1.3816793893129773,0.194091796875,-0.178466796875,-1.083251953125,1.1148797321460804,2.348441987377756,1.110716376752634,4.408084035224629
1,-0.4656488549618321,4.236641221374046,0.9465648854961832,0.15625,-0.0771484375,-1.005126953125,1.0201206476721454,4.36599848571062,1.12026114308969,3.759777358924198
1,-0.6717557251908397,4.442748091603052,0.8320610687022901,0.171142578125,-0.06396484375,-1.011474609375,1.0278434553440239,4.569638058076288,1.123795986522721,3.643306336558427
1,-0.8015267175572519,4.564885496183206,0.9465648854961832,0.20458984375,-0.065185546875,-1.049560546875,1.0712999119031006,4.730392135402339,1.091968467820104,3.8998085076274736
1,0.9465648854961832,6.389312977099237,0.8778625954198473,0.445556640625,-0.23095703125,-0.984375,1.1049235317042754,6.518431417006732,1.067813455753925,4.506580416714748
1,-3.6870229007633593,3.3664122137404577,-1.870229007633588,0.4619140625,-0.17919921875,-0.924560546875,1.0489466935805953,5.331474993336132,1.054626848040828,5.103187017906422
1,-0.2595419847328244,2.053435114503817,0.4809160305343512,0.4541015625,-0.16259765625,-0.880126953125,1.003628258121517,2.124908948576685,1.0513283701307023,4.654969110479636
1,3.458015267175572,-0.2290076335877863,0.9847328244274808,0.400146484375,-0.27294921875,-1.01123046875,1.1212517763206675,3.602778486080673,1.0700100343260313,4.461597196080513
1,-4.648854961832061,7.435114503816794,3.7022900763358777,0.55517578125,-0.3251953125,-1.104248046875,1.27802030045918,9.51838914682272,1.111354112037247,5.4191965983645884
1,-5.442748091603052,4.7251908396946565,0.5267175572519084,0.3037109375,-0.112060546875,-1.280517578125,1.320803985309769,7.226919582041879,1.1545302027583457,5.560894231371618
1,-0.6183206106870229,4.33587786259542,1.267175572519084,0.19140625,-0.08642578125,-1.00634765625,1.0280279049926628,4.559373986473852,1.1503464450407592,5.406474029999162
1,-0.6412213740458015,4.557251908396948,0.7633587786259542,0.201416015625,-0.083984375,-1.0126953125,1.0359409165362008,4.665021589663452,1.156808976723696,5.914496558216515
1,-0.3587786259541985,8.442748091603054,0.7633587786259542,0.282470703125,-0.061279296875,-0.979736328125,1.0214832955057482,8.48477660670061,1.1368552805607122,6.890896182340502
1,-2.885496183206107,2.297709923664122,-1.045801526717557,0.483154296875,-0.201904296875,-0.8583984375,1.0055104659762648,3.833961391287916,1.0823533136641292,5.754010631233542
1,-3.0992366412213737,7.908396946564887,-0.900763358778626,0.41259765625,-0.145263671875,-0.826416015625,0.9350410639063405,8.541626581116978,1.0052007293834433,6.016952031048561
1,2.740458015267175,-0.1832061068702289,-2.1908396946564888,0.38916015625,-0.033203125,-1.23828125,1.2984177019833998,3.5133250886758525,1.0592786887815908,5.807742251488962
1,2.274809160305344,11.49618320610687,-0.7709923664122137,0.49365234375,-0.195556640625,-1.230712890625,1.340369074297429,11.744420558428953,1.1201643203338363,7.223622045242061
1,-5.488549618320612,1.053435114503817,0.8549618320610687,0.381591796875,-0.2509765625,-0.8740234375,0.9861635278522138,5.653747623260011,1.1131003668031298,6.657416248553941
1,-1.961832061068702,7.053435114503817,0.7480916030534351,0.12744140625,-0.18017578125,-1.031982421875,1.0553162290209583,7.359305197972945,1.1230615194120683,7.362485009890948
1,-0.3587786259541985,4.709923664122138,0.6946564885496184,0.1796875,-0.08203125,-1.026611328125,1.045441314788826,4.7743743738193976,1.1451415695885654,6.609034568431431
1,-0.5419847328244275,4.396946564885496,1.038167938931298,0.14501953125,-0.091552734375,-1.0009765625,1.0155622316184398,4.550239467819028,1.0885704755155734,6.8164174442600665
1,-3.5877862595419847,9.045801526717558,0.0458015267175572,0.407958984375,-0.195556640625,-1.009033203125,1.1058123428654223,9.731435314729971,1.0416591292291721,6.41382039552027
1,1.748091603053435,4.526717557251908,0.3053435114503817,0.507080078125,-0.2685546875,-0.99267578125,1.1465849434253776,4.862122042460829,1.073743412343805,6.255495279360434
1,0.5419847328244275,1.946564885496183,2.5877862595419847,0.455810546875,-0.09521484375,-0.875244140625,0.9914037657842633,3.2832148923175635,1.0609609196964658,5.440277218229358
1,-1.3816793893129773,7.595419847328245,5.213740458015267,0.5419921875,-0.12353515625,-1.0546875,1.1922173412582946,9.315714151667887,1.0903161249903595,6.348545173799056
1,-7.3740458015267185,11.572519083969471,1.4885496183206108,0.34326171875,-0.166259765625,-1.00927734375,1.0789400696201525,13.802736301112684,1.102991692590702,8.199044540457788
1,-1.6793893129770991,5.946564885496183,5.786259541984732,0.1220703125,-0.03369140625,-1.16650390625,1.1733574201177828,8.465387285243795,1.116500708041174,7.945834934560551
1,-4.030534351145038,9.396946564885496,4.206106870229007,0.103759765625,-0.050537109375,-1.18408203125,1.1896933828157832,11.056181388836796,1.1251223959192553,9.184646803835744
1,-0.7709923664122137,5.106870229007634,-0.3511450381679389,0.16845703125,-0.0732421875,-0.992431640625,1.0092882396624752,5.176664524848056,1.1286992906948978,9.563336730341844
1,-0.3282442748091603,4.786259541984733,0.7938931297709924,0.149169921875,-0.078125,-1.01806640625,1.0318984391653976,4.862745213218813,1.0966355102763183,8.672742942652029
1,1.6793893129770991,5.534351145038168,1.763358778625954,0.55029296875,-0.193603515625,-0.88916015625,1.0634427376124078,6.046389438605836,1.0935360438747694,7.12147357015066
1,-2.618320610687023,6.4045801526717545,0.5114503816793893,0.590087890625,-0.2265625,-0.860595703125,1.0677823979190353,6.937999080806037,1.0724210394350198,6.815995929263107
1,0.0610687022900763,3.259541984732825,0.4351145038167939,0.504638671875,-0.18994140625,-0.926513671875,1.0719913764258024,3.2890223422876184,1.0488806381570235,5.262564119953272
1,0.1984732824427481,3.740458015267175,1.717557251908397,0.424560546875,-0.234130859375,-1.022216796875,1.1313691250373858,4.120730605293578,1.073296815232006,5.051377336042377
1,3.9007633587786255,6.053435114503817,1.099236641221374,0.355712890625,-0.20068359375,-0.974853515625,1.0569507757145695,7.284802856639389,1.07830728254184,5.5357888647264915
1,-2.33587786259542,-3.549618320610687,2.5801526717557253,0.21240234375,-0.151123046875,-0.810302734375,0.8512011820144979,4.971247672420535,1.0358589714222581,5.320760511489431
1,-1.3206106870229009,6.854961832061068,2.977099236641221,0.03564453125,0.015380859375,-1.17431640625,1.1749579249620221,7.589310520100154,1.0572940768308556,5.451022799348255
1,-0.6717557251908397,4.442748091603052,1.1526717557251909,0.169921875,-0.07080078125,-1.010009765625,1.0266479050224537,4.638741050782618,1.0482253825501857,5.720966541047256
1,-0.7938931297709924,4.274809160305344,0.8702290076335878,0.161865234375,-0.078857421875,-0.994384765625,1.0105542584102705,4.434135562232508,1.0240624092247628,5.78364753243504
1,1.824427480916031,1.5038167938931295,0.1068702290076336,0.375732421875,-0.194580078125,-1.076171875,1.1563659300551015,2.36673231028876,1.0439454400928692,4.800033423164915
1,-2.603053435114504,4.076335877862595,1.5267175572519085,0.605712890625,-0.187255859375,-0.990478515625,1.1760104390073527,5.07181110401723,1.10890729149144,4.820146109484254
1,2.961832061068702,7.580152671755725,0.1832061068702289,0.48828125,-0.101318359375,-0.953369140625,1.0759166823430406,8.140314991613929,1.0890990429676437,4.930347003787009
1,-3.259541984732825,5.687022900763358,3.6412213740458017,0.282958984375,-0.126220703125,-1.045654296875,1.0905917482307719,7.498355587650594,1.1018878116093074,5.502269911160605
1,-8.16793893129771,2.4122137404580157,-0.1679389312977099,0.252685546875,-0.323486328125,-0.85595703125,0.949292278189192,8.518345203131219,1.0896354155650916,6.319111839340346
1,-3.725190839694656,1.633587786259542,5.045801526717558,0.108154296875,0.054443359375,-1.05078125,1.057734686329291,6.481185763005606,1.0699091668199296,7.142002529883716
1,1.893129770992366,5.824427480916032,7.33587786259542,0.0458984375,-0.071044921875,-1.2939453125,1.2967067977109894,9.556306808866333,1.094048438560657,8.038901670853537
1,-0.6717557251908397,4.374045801526719,0.7328244274809159,0.201416015625,-0.085205078125,-1.004150390625,1.0276897993465137,4.485595174521763,1.0844030619613516,7.3079577074351025
1,-0.4427480916030535,3.801526717557252,0.7709923664122137,0.183837890625,-0.098876953125,-0.930908203125,0.9540246875915471,3.904108155006168,1.0570896498335067,6.589108220906217
1,-5.755725190839693,3.877862595419847,0.8625954198473282,0.468994140625,-0.167724609375,-0.98974609375,1.1080091960917844,6.993587179678578,1.088833033414025,6.284156616215689
1,0.5419847328244275,3.549618320610687,0.900763358778626,0.547119140625,-0.208984375,-0.926513671875,1.09610282692988,3.7020146273546723,1.096506661534143,5.728322389085504
1,0.7175572519083969,2.404580152671756,-0.2824427480916031,0.274658203125,-0.086669921875,-1.07763671875,1.1154594127533008,2.5252065314224876,1.0602571845426052,4.3221023335967335
1,-1.870229007633588,7.290076335877862,1.709923664122137,0.45703125,-0.210205078125,-1.078857421875,1.1903768626283324,7.71795364465513,1.092794597198969,4.968574027623407
1,3.618320610687023,7.122137404580152,0.4503816793893129,0.2060546875,-0.02294921875,-0.92822265625,0.9510954213209964,8.001245459837596,1.092208743944859,5.788001488589693
1,-5.854961832061068,-2.061068702290076,3.0687022900763363,0.16064453125,0.004638671875,-1.0703125,1.0823109674920357,6.924270069514285,1.0870690982249092,5.774138066556834
1,-4.961832061068702,2.770992366412214,2.4885496183206106,0.0859375,-0.088623046875,-1.135498046875,1.1421887378190165,6.204115996643495,1.0962862804027362,6.274558340414599
1,-0.2977099236641221,4.519083969465648,1.16030534351145,0.156005859375,-0.1015625,-1.008056640625,1.0251004635028427,4.675153431911163,1.0782144905526447,6.704547720512333
1,-0.7557251908396947,4.587786259541986,1.1832061068702289,0.177490234375,-0.06982421875,-1.00634765625,1.0242625689062392,4.797799497545405,1.0449916318082262,6.120516891090388
1,4.732824427480916,5.839694656488549,1.6183206106870232,0.4541015625,-0.231201171875,-0.969970703125,1.0956757621952407,7.688993584426728,1.0739076999830748,6.058066516008216
1,-0.4732824427480916,5.114503816793894,1.709923664122137,0.5107421875,-0.209228515625,-0.86962890625,1.0299944603872864,5.413500207789576,1.0634443985621251,5.755912543663273
1,-0.015267175572519,1.625954198473282,0.6793893129770993,0.349609375,-0.151611328125,-0.888671875,0.966928338254564,1.7622513954513839,1.0283923186492347,4.867539623424852
1,6.732824427480916,5.786259541984732,2.3969465648854964,0.4453125,-0.170654296875,-0.903076171875,1.0212603409055672,9.195492215939801,1.0276242941297795,5.771607380230579
1,-11.66412213740458,7.7328244274809155,1.946564885496183,0.390625,0.0576171875,-0.630615234375,0.744031722943482,14.12931115504163,0.971578124937228,7.637909711729824
1,7.290076335877862,13.2824427480916,0.900763358778626,0.1845703125,-0.09912109375,-0.91162109375,0.9353845252368088,15.178269761991176,0.9395198775455416,9.135764947242714
1,-3.16793893129771,0.0687022900763358,1.961832061068702,0.086181640625,0.056884765625,-1.03662109375,1.041751622868174,3.7268407683895592,0.9418713100417191,8.798433059362711
1,-0.1603053435114504,4.2671755725190845,0.8473282442748091,0.2001953125,-0.109375,-1.009033203125,1.0344994242534262,4.35344120477212,0.9553855272414916,9.316671021226856
1,-0.2595419847328244,4.656488549618321,0.7175572519083969,0.15673828125,-0.086669921875,-1.005126953125,1.0209597230377743,4.718594712870764,0.9553254036679331,8.42129152061305
1,-2.5877862595419847,6.541984732824428,0.5801526717557252,0.4091796875,-0.10791015625,-0.992919921875,1.0793343271390718,7.059091945294912,1.022385924507051,7.007247678663707
1,-0.4580152671755725,6.0,1.312977099236641,0.53662109375,-0.177978515625,-1.012939453125,1.1600365882068973,6.159032947475259,1.0673163371010685,5.203400315760523
1,-0.1755725190839695,13.564885496183212,0.0458015267175572,0.55712890625,-0.2626953125,-0.99609375,1.1711550726431819,13.566098997643678,1.0931970270560702,7.171251961611347
1,0.8396946564885496,6.66412213740458,-0.5954198473282443,0.353515625,-0.08642578125,-1.003173828125,1.0671459329533053,6.743154734467659,1.0997263287960461,7.649194667550455
1,1.213740458015267,-0.0381679389312977,0.0305343511450381,0.205322265625,-0.112060546875,-0.9287109375,0.9577154088555931,1.2147242640143572,1.0870774659596099,6.948420577779172
1,-6.709923664122138,10.19083969465649,2.725190839694656,0.221923828125,-0.032470703125,-0.879638671875,0.9077823115202787,12.502117995495334,1.0527670628358512,8.037025787819257
1,5.137404580152672,2.862595419847328,4.625954198473282,-0.017333984375,0.16357421875,-0.861572265625,0.8771338329742966,7.482434804545719,0.996186511789331,8.30170615923335
1,-0.3435114503816794,4.541984732824427,0.6946564885496184,0.1611328125,-0.107177734375,-1.027587890625,1.0456518172743043,4.607621193939188,0.9710858607155556,6.5100105984924515
1,-2.259541984732825,0.7251908396946565,0.9389312977099236,0.241943359375,-0.12890625,-1.038818359375,1.0743821453325113,2.5520626396243955,0.9725331031913967,5.671792179523799
1,-1.374045801526718,4.732824427480916,0.7480916030534351,0.2470703125,-0.09912109375,-0.998046875,1.032940605863817,4.984703599273715,0.9875781425930417,6.42578804657567
1,-0.7938931297709924,1.5038167938931295,0.1679389312977099,0.475341796875,-0.210693359375,-0.934814453125,1.0696819982183814,1.708781652446564,1.0199580799326622,4.267120777965917
1,-1.175572519083969,6.160305343511451,0.7251908396946565,0.5224609375,-0.21826171875,-0.950439453125,1.1063176592379027,6.313258621892359,1.0657948451853834,4.0332855414352435
1,5.351145038167939,2.5267175572519083,1.8167938931297711,0.525390625,-0.230224609375,-1.07177734375,1.2156254991466606,6.190298448681455,1.0997895815598546,4.349820992383697
1,-2.49618320610687,11.09160305343512,3.3511450381679397,0.498046875,-0.235595703125,-1.35986328125,1.4672369163568115,11.852626795789146,1.1783605357647147,6.209933823616647
1,1.6488549618320612,4.549618320610686,4.419847328244275,0.088623046875,0.049560546875,-0.8818359375,0.8876626120945172,6.5538385663199445,1.1493049370108548,6.523760817025893
1,0.6946564885496184,5.633587786259542,7.549618320610688,0.08837890625,0.0771484375,-1.23681640625,1.2423677133794981,9.44545370903258,1.1838420800430778,8.071095228343097
1,-0.8549618320610687,4.732824427480916,0.8549618320610687,0.177978515625,-0.091796875,-1.049560546875,1.0684944360362356,4.884828198608678,1.1762774354027445,7.78540914368636
1,-4.099236641221374,7.435114503816794,0.5419847328244275,0.409912109375,-0.169677734375,-1.06396484375,1.1527530783697162,8.507550539151296,1.1637029512473558,8.24885956178033
1,-1.603053435114504,2.091603053435115,3.9007633587786255,0.437255859375,-0.105224609375,-0.992431640625,1.0895804083634766,4.707498107292388,1.0881716496486888,6.819833824080978
1,-1.748091603053435,4.0534351145038165,2.6946564885496183,0.50439453125,-0.091552734375,-0.83740234375,0.9818545878308252,5.171782484931192,1.1070100447959503,6.543422607803227
1,-1.740458015267176,1.297709923664122,2.6564885496183206,0.427001953125,-0.17138671875,-0.930908203125,1.0384094365816754,3.430769092075033,1.0662183894363857,5.340485684411718
1,-3.877862595419847,3.442748091603054,1.5496183206106868,0.2607421875,-0.1259765625,-1.006591796875,1.047417599707797,5.412176056889235,1.0620030221706982,5.445955256067829
1,-0.9236641221374046,2.106870229007634,1.022900763358779,0.1611328125,-0.1669921875,-1.058837890625,1.0839685662293879,2.517614653612128,1.0482461197426325,4.247968078959995
1,-4.061068702290076,1.190839694656489,-1.4045801526717558,0.1201171875,-0.124755859375,-1.10693359375,1.1203991003894973,4.459060841519094,1.0544098581478365,4.198280625805337
1,0.0,2.7480916030534357,0.2442748091603053,0.061279296875,-0.122314453125,-1.146484375,1.1546178587688234,2.758926900293501,1.0889625123354363,3.7157095088777985
1,-0.3511450381679389,4.679389312977099,0.7404580152671756,0.160888671875,-0.093017578125,-1.0078125,1.0248041128597172,4.750606829933167,1.0862414475910447,3.9796770564494253
1,-0.1908396946564886,6.114503816793892,0.7480916030534351,0.157958984375,-0.1025390625,-1.0087890625,1.026216679216816,6.163052633330556,1.0820012634928484,4.129852371737689
1,-5.557251908396948,1.221374045801527,0.5496183206106869,0.41064453125,-0.08984375,-0.958251953125,1.0463974560975728,5.716369794851451,1.0744870414664853,4.769603399985554
1,1.015267175572519,2.671755725190839,1.4885496183206108,0.4951171875,-0.162109375,-1.00830078125,1.134940943084776,3.222549620888321,1.0773954100055412,4.5223011558594
1,-2.33587786259542,-1.267175572519084,1.175572519083969,0.43310546875,-0.188720703125,-0.85986328125,0.9811017853878201,2.9058613298259512,1.0426921953293404,4.551688041765889
1,1.137404580152672,7.450381679389312,3.717557251908397,0.418701171875,-0.072265625,-1.2783203125,1.3470841893646575,8.403696107591522,1.1071482106303285,5.28230589729756
1,2.83206106870229,7.213740458015268,0.5419847328244275,0.132080078125,0.00439453125,-0.831298828125,0.8417376079185316,7.768678699951508,1.0702523963706716,5.6034311106217505
1,-3.221374045801527,5.755725190839693,-0.9694656488549618,0.16015625,-0.15478515625,-1.060546875,1.0836826763779446,6.666744847355424,1.0777094404267458,5.793506121122546
1,0.7175572519083969,3.091603053435115,-6.160305343511451,0.011474609375,-0.1015625,-1.08935546875,1.0941398198411805,6.9298095049627015,1.0695492157780269,6.534958097937421
1,0.0763358778625954,4.022900763358779,0.7175572519083969,0.18701171875,-0.095458984375,-0.99267578125,1.014638362830833,4.0871073056439355,1.0762565312666292,6.7712072931010185
1,-0.7938931297709924,5.1679389312977095,0.7404580152671756,0.197021484375,-0.095703125,-0.99560546875,1.019414931637261,5.280732635865359,1.01072267972115,6.146614598755785
1,1.541984732824427,2.66412213740458,0.9770992366412212,0.503662109375,-0.18408203125,-0.97216796875,1.1102577512058636,3.2295489774142805,1.0644267083786165,5.23878865424834
1,-2.404580152671756,7.183206106870228,1.33587786259542,0.460693359375,-0.189453125,-1.077392578125,1.1869733043937098,7.691880481922037,1.0850848339817696,5.443815781161662
1,0.9770992366412212,9.030534351145038,0.2213740458015267,0.37890625,-0.233154296875,-1.014892578125,1.108123556997841,9.0859385895795,1.0878815814131015,5.875041598085022
1,1.541984732824427,3.541984732824428,-0.1526717557251908,0.242431640625,-0.111328125,-1.0166015625,1.0510213074289152,3.8660938204887327,1.095158170332718,5.830838901053982
1,2.816793893129771,3.977099236641221,0.6946564885496184,0.0888671875,-0.09521484375,-0.9228515625,0.9319969151736439,4.92282376401486,1.0776745670399948,5.759257126683883
1,-0.6183206106870229,4.984732824427481,-3.2366412213740463,0.195556640625,-0.212890625,-1.171875,1.207002830788075,5.975427022767731,1.097023582956437,6.308432735754572
1,-1.7557251908396951,4.916030534351145,-2.3053435114503817,0.08154296875,-0.12744140625,-0.9931640625,1.0046220298306447,5.706534488304461,1.060553328043824,5.911363537031057
1,-0.3129770992366412,4.2595419847328255,0.7404580152671756,0.16552734375,-0.07568359375,-1.0029296875,1.0193111722926878,4.33473536178642,1.0427908511027932,4.96112289147244
1,-0.2519083969465649,5.122137404580153,1.129770992366412,0.278076171875,-0.08447265625,-0.997802734375,1.0392652614923739,5.2512981182793155,1.0404396419154849,5.238163751030558
1,-1.6793893129770991,6.274809160305344,-0.9389312977099236,0.463134765625,-0.131591796875,-0.97412109375,1.0866103797700495,6.563167714192042,1.0713623348347663,5.566232541065994
1,0.4732824427480916,2.816793893129771,-2.7022900763358777,0.420654296875,-0.131591796875,-0.810302734375,0.9224190803641226,3.93200912558073,1.0144455847499758,5.157548961628594
1,0.2442748091603053,2.961832061068702,1.0,0.45166015625,-0.215087890625,-1.154296875,1.258038541966045,3.135621045401497,1.0651288871770557,4.6433662730480005
